Timestamp,Pressure(mbar),Temperature(deg C),Depth(m),Altitude( m above mean sea level),Timestamp(Sec)
2024-08-28 11:43:27,1000,31.47,-0.13,110.84,126
2024-08-28 11:43:28,1000,31.47,-0.13,110.84,127
2024-08-28 11:43:29,1000,31.47,-0.13,110.84,128
2024-08-28 11:43:30,1000,31.48,-0.13,110.84,129
2024-08-28 11:43:31,999,31.48,-0.14,119.25,130
2024-08-28 11:43:32,999,31.49,-0.14,119.25,131
2024-08-28 11:43:33,1000,31.49,-0.13,110.84,132
2024-08-28 11:43:34,999,31.49,-0.14,119.25,133
2024-08-28 11:43:35,1000,31.49,-0.13,110.84,134
2024-08-28 11:43:36,1000,31.49,-0.13,110.84,135
2024-08-28 11:43:37,1000,31.49,-0.13,110.84,136
2024-08-28 11:43:38,999,31.5,-0.14,119.25,137
2024-08-28 11:43:39,999,31.49,-0.14,119.25,138
2024-08-28 11:43:40,999,31.49,-0.14,119.25,139
2024-08-28 11:43:41,999,31.5,-0.14,119.25,140
2024-08-28 11:43:42,1000,31.5,-0.13,110.84,141
2024-08-28 11:43:43,1000,31.5,-0.13,110.84,142
2024-08-28 11:43:44,1000,31.5,-0.13,110.84,143
2024-08-28 11:43:45,1000,31.5,-0.13,110.84,144
2024-08-28 11:43:46,999,31.51,-0.14,119.25,145
2024-08-28 11:43:47,999,31.51,-0.14,119.25,146
2024-08-28 11:43:48,999,31.51,-0.14,119.25,147
2024-08-28 11:43:49,1000,31.51,-0.13,110.84,148
2024-08-28 11:43:50,1000,31.51,-0.13,110.84,149
2024-08-28 11:43:51,1000,31.52,-0.13,110.84,150
2024-08-28 11:43:52,1000,31.52,-0.13,110.84,151
2024-08-28 11:43:53,999,31.52,-0.14,119.25,152
2024-08-28 11:43:54,999,31.52,-0.14,119.25,153
2024-08-28 11:43:56,999,31.52,-0.14,119.25,154
2024-08-28 11:43:57,1000,31.52,-0.13,110.84,155
2024-08-28 11:43:58,999,31.52,-0.14,119.25,156
2024-08-28 11:43:59,999,31.52,-0.14,119.25,157
2024-08-28 11:44:00,1000,31.53,-0.13,110.84,158
2024-08-28 11:44:01,1000,31.53,-0.13,110.84,159
2024-08-28 11:44:02,1000,31.53,-0.13,110.84,160
2024-08-28 11:44:03,1000,31.53,-0.13,110.84,161
2024-08-28 11:44:04,999,31.54,-0.14,119.25,162
2024-08-28 11:44:05,999,31.54,-0.14,119.25,163
2024-08-28 11:44:06,1000,31.54,-0.13,110.84,164
2024-08-28 11:44:07,1000,31.54,-0.13,110.84,165
2024-08-28 11:44:08,1000,31.54,-0.13,110.84,166
2024-08-28 11:44:09,1000,31.55,-0.13,110.84,167
2024-08-28 11:44:10,1000,31.55,-0.13,110.84,168
2024-08-28 11:44:11,999,31.55,-0.14,119.25,169
2024-08-28 11:44:12,1000,31.55,-0.13,110.84,170
2024-08-28 11:44:13,1000,31.55,-0.13,110.84,171
2024-08-28 11:44:14,1000,31.55,-0.13,110.84,172
2024-08-28 11:44:15,1000,31.55,-0.13,110.84,173
2024-08-28 11:44:16,1000,31.55,-0.13,110.84,174
2024-08-28 11:44:17,1000,31.55,-0.13,110.84,175
2024-08-28 11:44:18,1000,31.56,-0.13,110.84,176
2024-08-28 11:44:19,1000,31.55,-0.13,110.84,177
2024-08-28 11:44:20,1000,31.55,-0.13,110.84,178
2024-08-28 11:44:21,999,31.56,-0.14,119.25,179
2024-08-28 11:44:22,999,31.56,-0.14,119.25,180
2024-08-28 11:44:23,999,31.56,-0.14,119.25,181
2024-08-28 11:44:24,1000,31.56,-0.13,110.84,182
2024-08-28 11:44:25,1000,31.56,-0.13,110.84,183
2024-08-28 11:44:26,999,31.56,-0.14,119.25,184
2024-08-28 11:44:27,1000,31.56,-0.13,110.84,185
2024-08-28 11:44:28,1000,31.56,-0.13,110.84,186
2024-08-28 11:44:29,999,31.56,-0.14,119.25,187
2024-08-28 11:44:30,1000,31.56,-0.13,110.84,188
2024-08-28 11:44:31,999,31.56,-0.14,119.25,189
2024-08-28 11:44:32,999,31.56,-0.14,119.25,190
2024-08-28 11:44:33,1000,31.57,-0.13,110.84,191
2024-08-28 11:44:34,1000,31.57,-0.13,110.84,192
2024-08-28 11:44:35,1000,31.57,-0.13,110.84,193
2024-08-28 11:44:36,1000,31.57,-0.13,110.84,194
2024-08-28 11:44:37,999,31.57,-0.14,119.25,195
2024-08-28 11:44:38,1000,31.57,-0.13,110.84,196
2024-08-28 11:44:39,1000,31.57,-0.13,110.84,197
2024-08-28 11:44:40,1000,31.58,-0.13,110.84,198
2024-08-28 11:44:41,1000,31.58,-0.13,110.84,199
2024-08-28 11:44:42,1000,31.58,-0.13,110.84,200
2024-08-28 11:44:43,1000,31.58,-0.13,110.84,201
2024-08-28 11:44:44,999,31.59,-0.14,119.25,202
2024-08-28 11:44:45,1000,31.59,-0.13,110.84,203
2024-08-28 11:44:46,1000,31.58,-0.13,110.84,204
2024-08-28 11:44:47,1000,31.59,-0.13,110.84,205
2024-08-28 11:44:48,999,31.59,-0.14,119.25,206
2024-08-28 11:44:49,1000,31.59,-0.13,110.84,207
2024-08-28 11:44:50,1000,31.59,-0.13,110.84,208
2024-08-28 11:44:51,999,31.6,-0.14,119.25,209
2024-08-28 11:44:52,1000,31.6,-0.13,110.84,210
2024-08-28 11:44:53,1000,31.6,-0.13,110.84,211
2024-08-28 11:44:54,1000,31.6,-0.13,110.84,212
2024-08-28 11:44:55,1000,31.6,-0.13,110.84,213
2024-08-28 11:44:56,1000,31.6,-0.13,110.84,214
2024-08-28 11:44:58,1000,31.6,-0.13,110.84,215
2024-08-28 11:44:59,1000,31.6,-0.13,110.84,216
2024-08-28 11:45:00,1000,31.6,-0.13,110.84,217
2024-08-28 11:45:01,1000,31.6,-0.13,110.84,218
2024-08-28 11:45:02,1000,31.59,-0.13,110.84,219
2024-08-28 11:45:03,1000,31.59,-0.13,110.84,220
2024-08-28 11:45:04,1000,31.59,-0.13,110.84,221
2024-08-28 11:45:05,1000,31.59,-0.13,110.84,222
2024-08-28 11:45:06,1000,31.58,-0.13,110.84,223
2024-08-28 11:45:07,1000,31.57,-0.13,110.84,224
2024-08-28 11:45:08,1000,31.57,-0.13,110.84,225
2024-08-28 11:45:09,1000,31.57,-0.13,110.84,226
2024-08-28 11:45:10,1000,31.57,-0.13,110.84,227
2024-08-28 11:45:11,1000,31.57,-0.13,110.84,228
2024-08-28 11:45:12,1000,31.57,-0.13,110.84,229
2024-08-28 11:45:13,1000,31.58,-0.13,110.84,230
2024-08-28 11:45:14,1000,31.58,-0.13,110.84,231
2024-08-28 11:45:15,1000,31.58,-0.13,110.84,232
2024-08-28 11:45:16,1000,31.59,-0.13,110.84,233
2024-08-28 11:45:17,1000,31.58,-0.13,110.84,234
2024-08-28 11:45:18,1000,31.58,-0.13,110.84,235
2024-08-28 11:45:19,1000,31.58,-0.13,110.84,236
2024-08-28 11:45:20,1000,31.58,-0.13,110.84,237
2024-08-28 11:45:21,1000,31.58,-0.13,110.84,238
2024-08-28 11:45:22,1000,31.58,-0.13,110.84,239
2024-08-28 11:45:23,1000,31.58,-0.13,110.84,240
2024-08-28 11:45:24,1000,31.59,-0.13,110.84,241
2024-08-28 11:45:25,1000,31.59,-0.13,110.84,242
2024-08-28 11:45:26,1000,31.59,-0.13,110.84,243
2024-08-28 11:45:27,1000,31.59,-0.13,110.84,244
2024-08-28 11:45:28,999,31.59,-0.14,119.25,245
2024-08-28 11:45:29,1000,31.59,-0.13,110.84,246
2024-08-28 11:45:30,1000,31.6,-0.13,110.84,247
2024-08-28 11:45:31,1000,31.6,-0.13,110.84,248
2024-08-28 11:45:32,999,31.61,-0.14,119.25,249
2024-08-28 11:45:33,1000,31.61,-0.13,110.84,250
2024-08-28 11:45:34,1000,31.62,-0.13,110.84,251
2024-08-28 11:45:35,1000,31.62,-0.13,110.84,252
2024-08-28 11:45:36,1000,31.62,-0.13,110.84,253
2024-08-28 11:45:37,1000,31.62,-0.13,110.84,254
2024-08-28 11:45:38,1000,31.63,-0.13,110.84,255
2024-08-28 11:45:39,1000,31.63,-0.13,110.84,256
2024-08-28 11:45:40,1000,31.63,-0.13,110.84,257
2024-08-28 11:45:41,1000,31.63,-0.13,110.84,258
2024-08-28 11:45:42,1000,31.64,-0.13,110.84,259
2024-08-28 11:45:43,1000,31.64,-0.13,110.84,260
2024-08-28 11:45:44,999,31.64,-0.14,119.25,261
2024-08-28 11:45:45,1000,31.64,-0.13,110.84,262
2024-08-28 11:45:46,1000,31.64,-0.13,110.84,263
2024-08-28 11:45:47,1000,31.64,-0.13,110.84,264
2024-08-28 11:45:48,999,31.64,-0.14,119.25,265
2024-08-28 11:45:49,1000,31.64,-0.13,110.84,266
2024-08-28 11:45:50,1000,31.65,-0.13,110.84,267
2024-08-28 11:45:51,1000,31.65,-0.13,110.84,268
2024-08-28 11:45:52,1000,31.65,-0.13,110.84,269
2024-08-28 11:45:53,1000,31.66,-0.13,110.84,270
2024-08-28 11:45:54,1000,31.66,-0.13,110.84,271
2024-08-28 11:45:55,1000,31.66,-0.13,110.84,272
2024-08-28 11:45:56,1000,31.66,-0.13,110.84,273
2024-08-28 11:45:57,1000,31.67,-0.13,110.84,274
2024-08-28 11:45:58,1000,31.67,-0.13,110.84,275
2024-08-28 11:46:00,1000,31.67,-0.13,110.84,276
2024-08-28 11:46:01,1000,31.67,-0.13,110.84,277
2024-08-28 11:46:02,1001,31.67,-0.12,102.43,278
2024-08-28 11:46:03,1000,31.68,-0.13,110.84,279
2024-08-28 11:46:04,1000,31.68,-0.13,110.84,280
2024-08-28 11:46:05,1000,31.68,-0.13,110.84,281
2024-08-28 11:46:06,1000,31.68,-0.13,110.84,282
2024-08-28 11:46:07,1000,31.68,-0.13,110.84,283
2024-08-28 11:46:08,1000,31.69,-0.13,110.84,284
2024-08-28 11:46:09,1000,31.69,-0.13,110.84,285
2024-08-28 11:46:10,1000,31.69,-0.13,110.84,286
2024-08-28 11:46:11,1001,31.69,-0.12,102.43,287
2024-08-28 11:46:12,1000,31.69,-0.13,110.84,288
2024-08-28 11:46:13,1000,31.69,-0.13,110.84,289
2024-08-28 11:46:14,1000,31.69,-0.13,110.84,290
2024-08-28 11:46:15,1000,31.7,-0.13,110.84,291
2024-08-28 11:46:16,1000,31.7,-0.13,110.84,292
2024-08-28 11:46:17,1000,31.7,-0.13,110.84,293
2024-08-28 11:46:18,1000,31.71,-0.13,110.84,294
2024-08-28 11:46:19,1000,31.71,-0.13,110.84,295
2024-08-28 11:46:20,1000,31.71,-0.13,110.84,296
2024-08-28 11:46:21,1000,31.71,-0.13,110.84,297
2024-08-28 11:46:22,1000,31.72,-0.13,110.84,298
2024-08-28 11:46:23,1000,31.72,-0.13,110.84,299
2024-08-28 11:46:24,1001,31.72,-0.12,102.43,300
2024-08-28 11:46:25,1000,31.73,-0.13,110.84,301
2024-08-28 11:46:26,1001,31.73,-0.12,102.43,302
2024-08-28 11:46:27,1000,31.73,-0.13,110.84,303
2024-08-28 11:46:28,1000,31.74,-0.13,110.84,304
2024-08-28 11:46:29,1001,31.73,-0.12,102.43,305
2024-08-28 11:46:30,1001,31.73,-0.12,102.43,306
2024-08-28 11:46:31,1000,31.74,-0.13,110.84,307
2024-08-28 11:46:32,1000,31.73,-0.13,110.84,308
2024-08-28 11:46:33,1001,31.74,-0.12,102.43,309
2024-08-28 11:46:34,1001,31.74,-0.12,102.43,310
2024-08-28 11:46:35,1000,31.74,-0.13,110.84,311
2024-08-28 11:46:36,1000,31.73,-0.13,110.84,312
2024-08-28 11:46:37,1001,31.73,-0.12,102.43,313
2024-08-28 11:46:38,1001,31.73,-0.12,102.43,314
2024-08-28 11:46:39,1001,31.73,-0.12,102.43,315
2024-08-28 11:46:40,1001,31.73,-0.12,102.43,316
2024-08-28 11:46:41,1001,31.73,-0.12,102.43,317
2024-08-28 11:46:42,1000,31.73,-0.13,110.84,318
2024-08-28 11:46:43,1000,31.73,-0.13,110.84,319
2024-08-28 11:46:44,1000,31.73,-0.13,110.84,320
2024-08-28 11:46:45,1000,31.73,-0.13,110.84,321
2024-08-28 11:46:46,1000,31.73,-0.13,110.84,322
2024-08-28 11:46:47,1001,31.73,-0.12,102.43,323
2024-08-28 11:46:48,1001,31.73,-0.12,102.43,324
2024-08-28 11:46:49,1001,31.73,-0.12,102.43,325
2024-08-28 11:46:50,1000,31.74,-0.13,110.84,326
2024-08-28 11:46:51,1001,31.74,-0.12,102.43,327
2024-08-28 11:46:52,1000,31.74,-0.13,110.84,328
2024-08-28 11:46:53,1001,31.74,-0.12,102.43,329
2024-08-28 11:46:54,1000,31.74,-0.13,110.84,330
2024-08-28 11:46:55,1000,31.74,-0.13,110.84,331
2024-08-28 11:46:56,1000,31.73,-0.13,110.84,332
2024-08-28 11:46:57,1001,31.74,-0.12,102.43,333
2024-08-28 11:46:58,999,31.74,-0.14,119.25,334
2024-08-28 11:46:59,1001,31.74,-0.12,102.43,335
2024-08-28 11:47:00,1001,31.74,-0.12,102.43,336
2024-08-28 11:47:02,1001,31.74,-0.12,102.43,337
2024-08-28 11:47:03,1001,31.74,-0.12,102.43,338
2024-08-28 11:47:04,1001,31.74,-0.12,102.43,339
2024-08-28 11:47:05,1001,31.74,-0.12,102.43,340
2024-08-28 11:47:06,1001,31.74,-0.12,102.43,341
2024-08-28 11:47:07,1001,31.74,-0.12,102.43,342
2024-08-28 11:47:08,1001,31.74,-0.12,102.43,343
2024-08-28 11:47:09,1001,31.75,-0.12,102.43,344
2024-08-28 11:47:10,1000,31.75,-0.13,110.84,345
2024-08-28 11:47:11,1001,31.75,-0.12,102.43,346
2024-08-28 11:47:12,1001,31.76,-0.12,102.43,347
2024-08-28 11:47:13,1001,31.75,-0.12,102.43,348
2024-08-28 11:47:14,1001,31.76,-0.12,102.43,349
2024-08-28 11:47:15,1001,31.76,-0.12,102.43,350
2024-08-28 11:47:16,1001,31.76,-0.12,102.43,351
2024-08-28 11:47:17,1001,31.76,-0.12,102.43,352
2024-08-28 11:47:18,1001,31.77,-0.12,102.43,353
2024-08-28 11:47:19,1001,31.77,-0.12,102.43,354
2024-08-28 11:47:20,1000,31.77,-0.13,110.84,355
2024-08-28 11:47:21,1001,31.77,-0.12,102.43,356
2024-08-28 11:47:22,1001,31.77,-0.12,102.43,357
2024-08-28 11:47:23,1001,31.77,-0.12,102.43,358
2024-08-28 11:47:24,1001,31.77,-0.12,102.43,359
2024-08-28 11:47:25,1001,31.78,-0.12,102.43,360
2024-08-28 11:47:26,1000,31.78,-0.13,110.84,361
2024-08-28 11:47:27,1001,31.78,-0.12,102.43,362
2024-08-28 11:47:28,1001,31.78,-0.12,102.43,363
2024-08-28 11:47:29,1001,31.78,-0.12,102.43,364
2024-08-28 11:47:30,1001,31.78,-0.12,102.43,365
2024-08-28 11:47:31,1001,31.79,-0.12,102.43,366
2024-08-28 11:47:32,1001,31.78,-0.12,102.43,367
2024-08-28 11:47:33,1001,31.79,-0.12,102.43,368
2024-08-28 11:47:34,1001,31.79,-0.12,102.43,369
2024-08-28 11:47:35,1001,31.79,-0.12,102.43,370
2024-08-28 11:47:36,1001,31.79,-0.12,102.43,371
2024-08-28 11:47:37,1001,31.79,-0.12,102.43,372
2024-08-28 11:47:38,1001,31.79,-0.12,102.43,373
2024-08-28 11:47:39,1001,31.8,-0.12,102.43,374
2024-08-28 11:47:40,1001,31.8,-0.12,102.43,375
2024-08-28 11:47:41,1001,31.8,-0.12,102.43,376
2024-08-28 11:47:42,1001,31.8,-0.12,102.43,377
2024-08-28 11:47:43,1001,31.8,-0.12,102.43,378
2024-08-28 11:47:44,1001,31.81,-0.12,102.43,379
2024-08-28 11:47:45,1001,31.8,-0.12,102.43,380
2024-08-28 11:47:46,1001,31.8,-0.12,102.43,381
2024-08-28 11:47:47,1001,31.8,-0.12,102.43,382
2024-08-28 11:47:48,1001,31.8,-0.12,102.43,383
2024-08-28 11:47:49,1001,31.8,-0.12,102.43,384
2024-08-28 11:47:50,1001,31.8,-0.12,102.43,385
2024-08-28 11:47:51,1001,31.8,-0.12,102.43,386
2024-08-28 11:47:52,1001,31.81,-0.12,102.43,387
2024-08-28 11:47:53,1001,31.81,-0.12,102.43,388
2024-08-28 11:47:54,1001,31.81,-0.12,102.43,389
2024-08-28 11:47:55,1001,31.81,-0.12,102.43,390
2024-08-28 11:47:56,1001,31.82,-0.12,102.43,391
2024-08-28 11:47:57,1001,31.82,-0.12,102.43,392
2024-08-28 11:47:58,1001,31.82,-0.12,102.43,393
2024-08-28 11:47:59,1001,31.82,-0.12,102.43,394
2024-08-28 11:48:00,1001,31.82,-0.12,102.43,395
2024-08-28 11:48:01,1001,31.82,-0.12,102.43,396
2024-08-28 11:48:03,1001,31.82,-0.12,102.43,397
2024-08-28 11:48:04,1001,31.82,-0.12,102.43,398
2024-08-28 11:48:05,1002,31.82,-0.11,94.03,399
2024-08-28 11:48:06,1001,31.82,-0.12,102.43,400
2024-08-28 11:48:07,1001,31.83,-0.12,102.43,401
2024-08-28 11:48:08,1001,31.83,-0.12,102.43,402
2024-08-28 11:48:09,1001,31.83,-0.12,102.43,403
2024-08-28 11:48:10,1001,31.83,-0.12,102.43,404
2024-08-28 11:48:11,1001,31.83,-0.12,102.43,405
2024-08-28 11:48:12,1001,31.82,-0.12,102.43,406
2024-08-28 11:48:13,1001,31.83,-0.12,102.43,407
2024-08-28 11:48:14,1001,31.83,-0.12,102.43,408
2024-08-28 11:48:15,1001,31.83,-0.12,102.43,409
2024-08-28 11:48:16,1001,31.83,-0.12,102.43,410
2024-08-28 11:48:17,1001,31.83,-0.12,102.43,411
2024-08-28 11:48:18,1001,31.84,-0.12,102.43,412
2024-08-28 11:48:19,1001,31.84,-0.12,102.43,413
2024-08-28 11:48:20,1001,31.84,-0.12,102.43,414
2024-08-28 11:48:21,1001,31.84,-0.12,102.43,415
2024-08-28 11:48:22,1001,31.84,-0.12,102.43,416
2024-08-28 11:48:23,1001,31.84,-0.12,102.43,417
2024-08-28 11:48:24,1001,31.84,-0.12,102.43,418
2024-08-28 11:48:25,1002,31.84,-0.11,94.03,419
2024-08-28 11:48:26,1001,31.85,-0.12,102.43,420
2024-08-28 11:48:27,1001,31.85,-0.12,102.43,421
2024-08-28 11:48:28,1002,31.84,-0.11,94.03,422
2024-08-28 11:48:29,1001,31.84,-0.12,102.43,423
2024-08-28 11:48:30,1002,31.84,-0.11,94.03,424
2024-08-28 11:48:31,1002,31.84,-0.11,94.03,425
2024-08-28 11:48:32,1003,31.8,-0.1,85.64,426
2024-08-28 11:48:33,1005,31.62,-0.08,68.88,427
2024-08-28 11:48:34,1004,31.34,-0.09,77.26,428
2024-08-28 11:48:35,1007,31,-0.06,52.14,429
2024-08-28 11:48:36,1007,30.65,-0.06,52.14,430
2024-08-28 11:48:37,1010,30.28,-0.03,27.08,431
2024-08-28 11:48:38,1012,29.9,-0.01,10.41,432
2024-08-28 11:48:39,1029,29.52,0.16,-130.24,433
2024-08-28 11:48:40,1040,29.15,0.28,-220.24,434
2024-08-28 11:48:41,1044,28.77,0.32,-252.78,435
2024-08-28 11:48:42,1045,28.41,0.33,-260.9,436
2024-08-28 11:48:43,1042,28.08,0.3,-236.52,437
2024-08-28 11:48:44,1038,27.77,0.26,-203.93,438
2024-08-28 11:48:45,1046,27.48,0.34,-269.01,439
2024-08-28 11:48:46,1059,27.21,0.47,-373.9,440
2024-08-28 11:48:47,1083,26.97,0.72,-564.85,441
2024-08-28 11:48:48,1098,26.73,0.87,-682.45,442
2024-08-28 11:48:49,1134,26.51,1.24,-959.48,443
2024-08-28 11:48:50,1160,26.29,1.5,-1155.16,444
2024-08-28 11:48:51,1179,26.08,1.7,-1295.93,445
2024-08-28 11:48:52,1197,25.88,1.88,-1427.6,446
2024-08-28 11:48:53,1223,25.7,2.15,-1614.99,447
2024-08-28 11:48:54,1248,25.54,2.4,-1792.16,448
2024-08-28 11:48:55,1275,25.4,2.68,-1980.29,449
